arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_04,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_14,capacity_15,capacity_16,capacity_17,capacity_18,capacity_19,capacity_20
1,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,48,200866017,44156092,663990342,5863073,484,129340774,46564633,36689444,10525170,117746698,2302539,21120288,1751203,24949802,0,28444273,0,1112510,215408377,590090,829987928
4,superSource01,0,4791103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4791103
5,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,superSource03,0,0,0,250716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250716
14,superSink11,0,0,0,0,0,0,0,0,0,0,0,180947,0,0,0,0,0,0,0,0,180947
14,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,65819,0,0,0,0,0,0,0,65819
14,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,390413,0,0,0,0,0,0,390413
14,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14007724,0,14007724
14,15,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
14,30,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
14,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454960,0,0,0,0,454960
15,superSource07,0,0,0,0,0,0,0,58539,0,0,0,0,0,0,0,0,0,0,0,0,58539
15,superSink03,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
15,superSink11,0,0,0,0,0,0,0,0,0,0,0,1249983,0,0,0,0,0,0,0,0,1249983
15,superSource00,343029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343029
15,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,0,1124
15,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17449277,0,17449277
15,14,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
15,16,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
15,superSource15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130937,0,0,0,0,130937
16,superSink07,0,0,0,0,0,0,0,114863,0,0,0,0,0,0,0,0,0,0,0,0,114863
16,superSink06,0,0,0,0,0,0,3876221,0,0,0,0,0,0,0,0,0,0,0,0,0,3876221
16,superSink05,0,0,0,0,0,2206805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206805
16,superSink03,0,0,0,192193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192193
16,superSink11,0,0,0,0,0,0,0,0,0,0,0,1388957,0,0,0,0,0,0,0,0,1388957
16,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,40148,0,0,0,0,0,0,0,40148
16,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,1546263,0,0,0,0,0,0,1546263
16,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20994236,0,20994236
16,15,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
16,17,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
16,superSink10,0,0,0,0,0,0,0,0,0,0,48772,0,0,0,0,0,0,0,0,0,48772
16,superSource08,0,0,0,0,0,0,0,0,128822,0,0,0,0,0,0,0,0,0,0,0,128822
17,superSink07,0,0,0,0,0,0,0,37369,0,0,0,0,0,0,0,0,0,0,0,0,37369
17,superSink06,0,0,0,0,0,0,783850,0,0,0,0,0,0,0,0,0,0,0,0,0,783850
17,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,40691,0,0,0,0,0,0,0,40691
17,superSink04,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
17,superSource03,0,0,0,213110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213110
17,superSource02,0,0,1713624841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713624841
17,superSink00,396789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396789
17,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12572227,0,12572227
17,superSource08,0,0,0,0,0,0,0,0,110169,0,0,0,0,0,0,0,0,0,0,0,110169
17,16,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
17,18,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
17,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,618658,0,0,0,0,0,0,618658
18,superSink07,0,0,0,0,0,0,0,21693,0,0,0,0,0,0,0,0,0,0,0,0,21693
18,superSink06,0,0,0,0,0,0,819922,0,0,0,0,0,0,0,0,0,0,0,0,0,819922
18,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,61511,0,0,0,0,0,0,0,61511
18,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,486341,0,0,0,0,0,0,486341
18,superSink10,0,0,0,0,0,0,0,0,0,0,49169,0,0,0,0,0,0,0,0,0,49169
18,superSink02,0,0,1713624841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713624841
18,superSource00,6425825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6425825
18,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31154,0,0,0,0,31154
18,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10597,0,0,10597
18,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12297490,0,12297490
18,superSource08,0,0,0,0,0,0,0,0,131480,0,0,0,0,0,0,0,0,0,0,0,131480
18,17,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
18,19,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
19,superSink04,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
19,superSource03,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
19,superSink11,0,0,0,0,0,0,0,0,0,0,0,380053,0,0,0,0,0,0,0,0,380053
19,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,16511,0,0,0,0,0,0,0,16511
19,superSink19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,976
19,18,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
19,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,1043875,0,0,0,0,0,0,1043875
19,20,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
19,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130,0,0,6130
20,superSink11,0,0,0,0,0,0,0,0,0,0,0,422359,0,0,0,0,0,0,0,0,422359
20,superSink01,0,113957948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113957948
20,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,648591,0,0,0,0,0,0,648591
20,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78
20,19,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
20,21,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
21,superSink07,0,0,0,0,0,0,0,16708,0,0,0,0,0,0,0,0,0,0,0,0,16708
21,superSource06,0,0,0,0,0,0,3455006,0,0,0,0,0,0,0,0,0,0,0,0,0,3455006
21,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,12854,0,0,0,0,0,0,0,12854
21,superSink04,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
21,superSink11,0,0,0,0,0,0,0,0,0,0,0,373660,0,0,0,0,0,0,0,0,373660
21,superSource01,0,17242155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17242155
21,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,520877,0,0,0,0,0,0,520877
21,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543937,0,0,0,0,543937
21,superSource10,0,0,0,0,0,0,0,0,0,0,109546,0,0,0,0,0,0,0,0,0,109546
21,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957590,0,3957590
21,20,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
21,22,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
22,superSource06,0,0,0,0,0,0,794725,0,0,0,0,0,0,0,0,0,0,0,0,0,794725
22,superSink04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,superSink03,0,0,0,203281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203281
22,superSink11,0,0,0,0,0,0,0,0,0,0,0,857536,0,0,0,0,0,0,0,0,857536
22,superSource01,0,20031337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20031337
22,superSink19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,588
22,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,607167,0,0,0,0,0,0,607167
22,21,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
22,23,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
23,superSink07,0,0,0,0,0,0,0,50664,0,0,0,0,0,0,0,0,0,0,0,0,50664
23,superSink06,0,0,0,0,0,0,779008,0,0,0,0,0,0,0,0,0,0,0,0,0,779008
23,superSink04,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23,superSink10,0,0,0,0,0,0,0,0,0,0,27208,0,0,0,0,0,0,0,0,0,27208
23,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,18714,0,0,0,0,0,0,0,18714
23,superSource01,0,12682923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12682923
23,superSource11,0,0,0,0,0,0,0,0,0,0,0,858506,0,0,0,0,0,0,0,0,858506
23,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351065,0,0,0,0,351065
23,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,1483
23,superSink08,0,0,0,0,0,0,0,0,310924,0,0,0,0,0,0,0,0,0,0,0,310924
23,22,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
23,24,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
24,superSink07,0,0,0,0,0,0,0,24282,0,0,0,0,0,0,0,0,0,0,0,0,24282
24,superSink05,0,0,0,0,0,4687403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4687403
24,superSource04,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24,superSink10,0,0,0,0,0,0,0,0,0,0,25083,0,0,0,0,0,0,0,0,0,25083
24,superSink11,0,0,0,0,0,0,0,0,0,0,0,8984,0,0,0,0,0,0,0,0,8984
24,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49585,0,49585
24,superSink09,0,0,0,0,0,0,0,0,0,18868133,0,0,0,0,0,0,0,0,0,0,18868133
24,superSource08,0,0,0,0,0,0,0,0,146474,0,0,0,0,0,0,0,0,0,0,0,146474
24,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,402543,0,0,0,0,0,0,402543
24,23,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
24,25,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
25,superSource10,0,0,0,0,0,0,0,0,0,0,279756,0,0,0,0,0,0,0,0,0,279756
25,superSource06,0,0,0,0,0,0,221293,0,0,0,0,0,0,0,0,0,0,0,0,0,221293
25,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,104336,0,0,0,0,0,0,0,104336
25,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,327717,0,0,0,0,0,0,327717
25,24,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
25,26,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
26,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859115,0,0,0,0,859115
26,superSink11,0,0,0,0,0,0,0,0,0,0,0,1637855,0,0,0,0,0,0,0,0,1637855
26,superSource01,0,19009112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19009112
26,superSource00,56546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56546
26,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32
26,superSource08,0,0,0,0,0,0,0,0,250627,0,0,0,0,0,0,0,0,0,0,0,250627
26,25,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
26,27,951770825,209226433,3146209819,27781216,2298,612860139,220638913,173846942,49871803,557923505,10910209,100075040,8297793,118220567,0,134778544,0,5271450,1020677424,2796048,3932762274
27,superSink07,0,0,0,0,0,0,0,95302,0,0,0,0,0,0,0,0,0,0,0,0,95302
27,superSink15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335699,0,0,0,0,335699
27,superSink05,0,0,0,0,0,1387028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387028
27,superSource03,0,0,0,254419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254419
27,superSource01,0,19999464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19999464
27,superSink00,10369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10369
27,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559416,0,5559416
27,superSink08,0,0,0,0,0,0,0,0,192020,0,0,0,0,0,0,0,0,0,0,0,192020
27,26,951770825,209226433,3146209819,27781216,2298,612860139,220638913,173846942,49871803,557923505,10910209,100075040,8297793,118220567,0,134778544,0,5271450,1020677424,2796048,3932762274
27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,32,1234124070,271295748,4079567441,36022818,2979,794671816,286093865,225420542,64666820,723437627,14146842,129763397,10759425,153291994,0,174762076,0,6835284,1323472567,3625527,5099459301
30,superSource06,0,0,0,0,0,0,3862139,0,0,0,0,0,0,0,0,0,0,0,0,0,3862139
30,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,546195,0,0,0,0,0,0,546195
30,superSource03,0,0,0,744727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744727
30,superSink11,0,0,0,0,0,0,0,0,0,0,0,528230,0,0,0,0,0,0,0,0,528230
30,superSource01,0,15664941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15664941
30,superSource00,2282646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282646
30,14,1914746144,420915935,6329457639,55889479,4623,1232935028,443875246,349740455,100330710,1122415031,21948855,201328189,16693271,237832857,0,271143736,0,10604958,2053370528,5625013,7911822049
30,superSink17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126372,0,0,126372
30,superSource09,0,0,0,0,0,0,0,0,0,8636870,0,0,0,0,0,0,0,0,0,0,8636870
30,superSink10,0,0,0,0,0,0,0,0,0,0,25181,0,0,0,0,0,0,0,0,0,25181
31,32,778814183,171205620,2574477769,22732788,1880,501490649,180544213,142255320,40809054,456537149,8927596,81889314,6789911,96737420,0,110286467,0,4313518,835199013,2287948,3218097212
31,superSink06,0,0,0,0,0,0,1471994,0,0,0,0,0,0,0,0,0,0,0,0,0,1471994
31,superSource05,0,0,0,0,0,12225391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12225391
31,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,409081,0,0,0,0,0,0,409081
31,superSink03,0,0,0,654625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654625
31,superSink01,0,434583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434583
31,superSink00,4980915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980915
31,superSink19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8772,8772
31,superSource17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159270,0,0,159270
31,44,1018997788,224004842,3368437824,29743502,2460,656148634,236223425,186126370,53394426,597331629,11680835,107143696,8883896,126570906,0,144298433,0,5643792,1092771506,2993543,4210547280
31,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,77130,0,0,0,0,0,0,0,77130
31,superSink08,0,0,0,0,0,0,0,0,259988,0,0,0,0,0,0,0,0,0,0,0,259988
31,superSink07,0,0,0,0,0,0,0,53095,0,0,0,0,0,0,0,0,0,0,0,0,53095
31,superSink10,0,0,0,0,0,0,0,0,0,0,39522,0,0,0,0,0,0,0,0,0,39522
32,superSource06,0,0,0,0,0,0,362530,0,0,0,0,0,0,0,0,0,0,0,0,0,362530
32,superSink05,0,0,0,0,0,1805564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805564
32,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,626974,0,0,0,0,0,0,626974
32,superSink10,0,0,0,0,0,0,0,0,0,0,51890,0,0,0,0,0,0,0,0,0,51890
32,superSource01,0,9966428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9966428
32,superSource00,3268256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268256
32,superSource12,0,0,0,0,0,0,0,0,0,0,0,0,100884,0,0,0,0,0,0,0,100884
32,superSource11,0,0,0,0,0,0,0,0,0,0,0,12292,0,0,0,0,0,0,0,0,12292
32,superSink18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219387,0,219387
32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,superSource09,0,0,0,0,0,0,0,0,0,1012082,0,0,0,0,0,0,0,0,0,0,1012082
32,superSink08,0,0,0,0,0,0,0,0,776536,0,0,0,0,0,0,0,0,0,0,0,776536
32,superSource19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36
32,30,1234124070,271295748,4079567441,36022818,2979,794671816,286093865,225420542,64666820,723437627,14146842,129763397,10759425,153291994,0,174762076,0,6835284,1323472567,3625527,5099459301
32,31,778814183,171205620,2574477769,22732788,1880,501490649,180544213,142255320,40809054,456537149,8927596,81889314,6789911,96737420,0,110286467,0,4313518,835199013,2287948,3218097212
33,superSink07,0,0,0,0,0,0,0,38766,0,0,0,0,0,0,0,0,0,0,0,0,38766
33,superSink05,0,0,0,0,0,4877415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4877415
33,superSource04,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
33,superSource03,0,0,0,206952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206952
33,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,67935,0,0,0,0,0,0,0,67935
33,superSink01,0,31370845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31370845
33,43,662287447,145589712,2189282560,19331492,1599,426457258,153531059,120970977,34703174,388229733,7591842,69636976,5774000,82263498,0,93785327,0,3668126,710235938,1945623,2736603200
33,44,1064019482,233901897,3517263246,31057639,2569,685138807,246660326,194349866,55753516,623723131,12196922,111877554,9276407,132163104,0,150673873,0,5893148,1141052694,3125805,4396579058
33,superSource09,0,0,0,0,0,0,0,0,0,5961576,0,0,0,0,0,0,0,0,0,0,5961576
33,47,401732034,88312184,1327980685,11726146,969,258681548,93129267,73378889,21050341,235493397,4605079,42240577,3502407,49899605,0,56888546,0,2225021,430816755,1180181,1659975857
33,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,278325,0,0,0,0,0,0,278325
33,superSink10,0,0,0,0,0,0,0,0,0,0,36695,0,0,0,0,0,0,0,0,0,36695
34,superSource07,0,0,0,0,0,0,0,1175515,0,0,0,0,0,0,0,0,0,0,0,0,1175515
34,superSink05,0,0,0,0,0,11492140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11492140
34,35,662287447,145589712,2189282560,19331492,1599,426457258,153531059,120970977,34703174,388229733,7591842,69636976,5774000,82263498,0,93785327,0,3668126,710235938,1945623,2736603200
34,superSource03,0,0,0,155703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155703
34,superSink11,0,0,0,0,0,0,0,0,0,0,0,1612998,0,0,0,0,0,0,0,0,1612998
34,superSource01,0,741116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741116
34,superSink00,15778825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15778825
34,45,535574807,117734652,1770416441,15632880,1293,344865005,124156614,97826115,28063564,313951390,6139327,56313630,4669285,66524373,0,75841779,0,2966319,574349518,1573375,2213020552
34,superSource09,0,0,0,0,0,0,0,0,0,2596640,0,0,0,0,0,0,0,0,0,0,2596640
34,superSource13,0,0,0,0,0,0,0,0,0,0,0,0,0,475730,0,0,0,0,0,0,475730
35,superSource07,0,0,0,0,0,0,0,1166035,0,0,0,0,0,0,0,0,0,0,0,0,1166035
35,superSource06,0,0,0,0,0,0,4605056,0,0,0,0,0,0,0,0,0,0,0,0,0,4605056
35,34,662287447,145589712,2189282560,19331492,1599,426457258,153531059,120970977,34703174,388229733,7591842,69636976,5774000,82263498,0,93785327,0,3668126,710235938,1945623,2736603200
35,superSource04,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
35,36,662287447,145589712,2189282560,19331492,1599,426457258,153531059,120970977,34703174,388229733,7591842,69636976,5774000,82263498,0,93785327,0,3668126,710235938,1945623,2736603200
35,superSink01,0,470401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470401
35,superSource11,0,0,0,0,0,0,0,0,0,0,0,464537,0,0,0,0,0,0,0,0,464537
35,superSink13,0,0,0,0,0,0,0,0,0,0,0,0,0,387467,0,0,0,0,0,0,387467
35,superSink19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,987
35,superSource09,0,0,0,0,0,0,0,0,0,669106,0,0,0,0,0,0,0,0,0,0,669106
35,superSource08,0,0,0,0,0,0,0,0,132536,0,0,0,0,0,0,0,0,0,0,0,132536
35,superSink10,0,0,0,0,0,0,0,0,0,0,31982,0,0,0,0,0,0,0,0,0,31982
36,superSource06,0,0,0,0,0,0,1034145,0,0,0,0,0,0,0,0,0,0,0,0,0,1034145
36,superSink05,0,0,0,0,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954
36,superSink04,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
36,37,662287447,145589712,2189282560,19331492,1599,426457258,153531059,120970977,34703174,388229733,7591842,69636976,5774000,82263498,0,93785327,0,3668126,710235938,1945623,2736603200
36,superSink01,0,3153206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153206
36,superSource00,12424578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12424578
36,superSource18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6681427,0,6681427
36,superSource11,0,0,0,0,0,0,0,0,0,0,0,1317410,0,0,0,0,0,0,0,0,1317410
36,superSource08,0,0,0,0,0,0,0,0,378021,0,0,0,0,0,0,0,0,0,0,0,378021
36,35,662287447,145589712,2189282560,19331492,1599,426457258,153531059,120970977,34703174,388229733,7591842,69636976,5774000,82263498,0,93785327,0,3668126,710235938,1945623,2736603200
36,superSink12,0,0,0,0,0,0,0,0,0,0,0,0,141150,0,0,0,0,0,0,0,141150
